wardName,wardCode,districtName,districtCode,provinceName,provinceCode
Xã Yên Đồng,09046,Huyện Yên Lạc,251,Tỉnh Vĩnh Phúc,26
Xã Đại Tự,09067,Huyện Yên Lạc,251,Tỉnh Vĩnh Phúc,26
Xã Đồng Cương,09028,Huyện Yên Lạc,251,Tỉnh Vĩnh Phúc,26
Xã Đồng Văn,09031,Huyện Yên Lạc,251,Tỉnh Vĩnh Phúc,26
Phường Hai Bà Trưng,08740,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Hùng Vương,08737,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Nam Viêm,08755,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Phúc Thắng,08743,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Tiền Châu,08758,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Xuân Hoà,08746,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Đồng Xuân,08747,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Xã Cao Minh,08752,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Xã Ngọc Thanh,08749,Thành phố Phúc Yên,244,Tỉnh Vĩnh Phúc,26
Phường Hội Hợp,08713,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Khai Quang,08728,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Liên Bảo,08710,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Ngô Quyền,08719,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Tích Sơn,08707,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Định Trung,08725,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Đống Đa,08716,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Phường Đồng Tâm,08722,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Xã Thanh Trù,08731,Thành phố Vĩnh Yên,243,Tỉnh Vĩnh Phúc,26
Thị trấn Yên Thế,04303,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã An Lạc,04327,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã An Phú,04369,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Khai Trung,04321,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Khánh Hoà,04342,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Khánh Thiện,04312,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Liễu Đô,04348,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Lâm Thượng,04309,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Mai Sơn,04318,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Minh Chuẩn,04315,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Minh Tiến,04357,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Minh Xuân,04330,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Mường Lai,04324,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Phan Thanh,04366,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Phúc Lợi,04363,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Trung Tâm,04372,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Trúc Lâu,04360,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Tân Lĩnh,04336,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Tân Lập,04354,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Tân Phượng,04306,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Tô Mậu,04333,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Vĩnh Lạc,04345,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Yên Thắng,04339,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Xã Động Quan,04351,Huyện Lục Yên,135,Tỉnh Yên Bái,15
Thị trấn Mù Căng Chải,04456,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Cao Phạ,04480,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Chế Cu Nha,04471,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Chế Tạo,04489,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Dế Su Phình,04486,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Hồ Bốn,04459,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Khao Mang,04465,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Kim Nọi,04477,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã La Pán Tẩn,04483,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Lao Chải,04474,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Mồ Dề,04468,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Nậm Có,04462,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Nậm Khắt,04495,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Xã Púng Luông,04492,Huyện Mù Căng Chải,137,Tỉnh Yên Bái,15
Thị trấn Trạm Tấu,04585,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Bản Công,04612,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Bản Mù,04615,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Hát Lìu,04618,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Làng Nhì,04609,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Phình Hồ,04597,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Pá Hu,04606,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Pá Lau,04591,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Trạm Tấu,04600,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Tà Si Láng,04603,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Túc Đán,04588,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Xã Xà Hồ,04594,Huyện Trạm Tấu,139,Tỉnh Yên Bái,15
Thị trấn Cổ Phúc,04498,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Báo Đáp,04504,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Cường Thịnh,04522,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Hòa Cuông,04513,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Hưng Khánh,04576,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Hưng Thịnh,04573,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Hồng Ca,04570,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Kiên Thành,04525,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Lương Thịnh,04537,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Minh Quán,04567,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Minh Quân,04567,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Quy Mông,04519,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Thành Thịnh,04510,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Tân Đồng,04501,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Việt Cường,04564,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Việt Hồng,04579,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Vân Hội,04582,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Xã Y Can,04531,Huyện Trấn Yên,138,Tỉnh Yên Bái,15
Thị trấn Liên Sơn,04621,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Thị trấn Sơn Thịnh,04672,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Thị trấn Trần Phú,04627,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã An Lương,04645,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Bình Thuận,04702,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Chấn Thịnh,04699,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Cát Thịnh,04693,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Gia Hội,04636,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Minh An,04708,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Nghĩa Sơn,04666,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Nghĩa Tâm,04711,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Nậm Búng,04633,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Nậm Lành,04648,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Nậm Mười,04642,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Suối Bu,04669,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Suối Giàng,04657,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Suối Quyền,04654,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Sùng Đô,04639,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Sơn Lương,04651,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Thượng Bằng La,04705,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Tân Thịnh,04696,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Tú Lệ,04630,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Đại Lịch,04687,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Xã Đồng Khê,04690,Huyện Văn Chấn,140,Tỉnh Yên Bái,15
Thị trấn Mậu A,04375,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã An Bình,04390,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã An Thịnh,04417,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Châu Quế Hạ,04387,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Châu Quế Thượng,04384,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Lang Thíp,04378,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Lâm Giang,04381,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Mậu Đông,04405,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Mỏ Vàng,04450,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Ngòi A,04408,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Nà Hẩu,04453,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Phong Dụ Hạ,04402,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Phong Dụ Thượng,04423,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Quang Minh,04393,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Tân Hợp,04414,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Viễn Sơn,04447,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Xuân Tầm,04411,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Xuân Ái,04441,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Yên Hợp,04426,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Yên Phú,04438,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Yên Thái,04420,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Đông An,04396,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Đông Cuông,04399,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Đại Phác,04435,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Xã Đại Sơn,04429,Huyện Văn Yên,136,Tỉnh Yên Bái,15
Thị trấn Thác Bà,04717,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Thị trấn Yên Bình,04714,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Bạch Hà,04762,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Bảo Ái,04738,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Cảm Nhân,04726,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Cảm Ân,04750,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Hán Đà,04780,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Mông Sơn,04747,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Mỹ Gia,04741,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Ngọc Chấn,04729,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Phú Thịnh,04783,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Phúc An,04759,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Phúc Ninh,04735,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Thịnh Hưng,04777,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Tân Hương,04756,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Tân Nguyên,04732,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Vĩnh Kiên,04771,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Vũ Linh,04765,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Xuân Lai,04744,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Xuân Long,04720,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Yên Thành,04753,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Đại Minh,04786,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Xã Đại Đồng,04768,Huyện Yên Bình,141,Tỉnh Yên Bái,15
Phường Hồng Hà,04264,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Hợp Minh,04546,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Minh Tân,04255,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Nam Cường,04273,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Nguyễn Thái Học,04258,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Yên Ninh,04252,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Yên Thịnh,04249,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Đồng Tâm,04261,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Xã Giới Phiên,04543,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Xã Minh Bảo,04270,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Xã Tuy Lộc,04276,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Xã Tân Thịnh,04279,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Xã Văn Phú,04558,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Xã Âu Lâu,04540,Thành phố Yên Bái,132,Tỉnh Yên Bái,15
Phường Cầu Thia,04291,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Phường Pú Trạng,04282,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Phường Trung Tâm,04285,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Phường Tân An,04288,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Hạnh Sơn,04678,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Nghĩa An,04300,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Nghĩa Lộ,04624,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Nghĩa Lợi,04294,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Nghĩa Phúc,04297,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Phù Nham,04663,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Phúc Sơn,04681,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Sơn A,04660,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Thanh Lương,04675,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Xã Thạch Lương,04684,Thị xã Nghĩa Lộ,133,Tỉnh Yên Bái,15
Thị trấn Mường Ảng,03256,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Búng Lao,03301,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Mường Lạn,03313,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Mường Đăng,03286,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Ngối Cáy,03287,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Nặm Lịch,03312,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Xuân Lao,03302,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Ẳng Cang,03310,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Ẳng Nưa,03307,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Ẳng Tở,03292,Huyện Mường Ảng,102,Tỉnh Điện Biên,11
Xã Chà Cang,03166,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Chà Nưa,03187,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Chà Tở,03175,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Na Cô Sa,03167,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nà Bủng,03170,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nà Hỳ,03169,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nà Khoa,03168,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nậm Chua,03173,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nậm Khăn,03174,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nậm Nhừ,03171,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Nậm Tin,03156,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Pa Tần,03165,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Phìn Hồ,03198,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Si Pa Phìn,03199,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Vàng Đán,03176,Huyện Nậm Pồ,103,Tỉnh Điện Biên,11
Xã Hua Thanh,03323,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Hẹ Muông,03359,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Mường Lói,03367,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Mường Nhà,03364,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Mường Pồn,03319,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Na Tông,03365,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Na Ư,03361,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Noong Luống,03349,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Noọng Hẹt,03352,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Núa Ngam,03358,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Pa Thơm,03340,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Phu Luông,03368,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Pom Lót,03356,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Sam Mứn,03355,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh An,03343,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh Chăn,03337,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh Hưng,03331,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh Luông,03328,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh Nưa,03322,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh Xương,03334,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Xã Thanh Yên,03346,Huyện Điện Biên,100,Tỉnh Điện Biên,11
Thị trấn Điện Biên Đông,03203,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Chiềng Sơ,03211,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Háng Lìa,03385,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Keo Lôm,03376,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Luân Giới,03379,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Mường Luân,03214,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Na Son,03205,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Nong U,03371,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Phì Nhừ,03208,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Phình Giàng,03382,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Pú Hồng,03383,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Pú Nhi,03370,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Tìa Dình,03384,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Xa Dung,03373,Huyện Điện Biên Đông,101,Tỉnh Điện Biên,11
Xã Cuôr KNia,24247,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Ea Bar,24250,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Ea Huar,24238,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Ea Nuôl,24253,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Ea Wer,24241,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Krông Na,24235,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Tân Hoà,24244,Huyện Buôn Đôn,647,Tỉnh Đắk Lắk,66
Xã Cư Ê Wi,24541,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Dray Bhăng,24561,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Ea BHốk,24550,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Ea Hu,24553,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Ea Ktur,24544,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Ea Ning,24540,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Ea Tiêu,24547,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Xã Hòa Hiệp,24562,Huyện Cư Kuin,657,Tỉnh Đắk Lắk,66
Thị trấn Ea Pốk,24256,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Thị trấn Quảng Phú,24259,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Cuor Đăng,24301,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Cư Dliê M'nông,24271,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Cư M'gar,24289,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Cư Suê,24298,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea D'Rơng,24292,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea H'đinh,24274,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea KPam,24280,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea Kiết,24265,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea Kuêh,24264,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea M'DRóh,24283,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea M'nang,24295,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea Tar,24268,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Ea Tul,24277,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Quảng Hiệp,24286,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Xã Quảng Tiến,24262,Huyện Cư M'gar,648,Tỉnh Đắk Lắk,66
Thị trấn Ea Drăng,24181,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Cư A Mung,24194,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Cư Mốt,24196,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Dliê Yang,24205,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea H'leo,24184,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Hiao,24199,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Khal,24202,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Nam,24208,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Ral,24190,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Sol,24187,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Tir,24207,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Xã Ea Wy,24193,Huyện Ea H'leo,645,Tỉnh Đắk Lắk,66
Thị trấn Ea Kar,24373,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Thị trấn Ea Knốp,24376,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Cư Bông,24406,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Cư ELang,24404,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Cư Huê,24385,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Cư Jang,24409,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Cư Ni,24397,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Cư Prông,24401,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Kmút,24394,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Păl,24400,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Sar,24380,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Sô,24379,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Tih,24388,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Ô,24403,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Ea Đar,24391,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Xã Xuân Phú,24382,Huyện Ea Kar,651,Tỉnh Đắk Lắk,66
Thị trấn Ea Súp,24211,Huyện Ea Súp,646,Tỉnh Đắk Lắk,66
Xã Cư KBang,24226,Huyện Ea Súp,646,Tỉnh Đắk Lắk,66
Xã Cư M'Lan,24232,Huyện Ea Súp,646,Tỉnh Đắk Lắk,66
Xã Ea Bung,24229,Huyện Ea Súp,646,Tỉnh Đắk Lắk,66
Xã Ea Lê,24223,Huyện Ea Súp,646,Tỉnh Đắk Lắk,66
Xã Ea Rốk,24217,Huyện Ea Súp,646,Tỉnh Đắk Lắk,66
