province,district,ward,wardLat,wardLon,wardBounds,wardFormattedAddress
Thành phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,20.989235,105.874536,"20.980093,105.867734 – 20.994658,105.883344","Vĩnh Hưng, Hoàng Mai, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,20.961853,105.873068,"20.947172,105.851684 – 20.982638,105.893354","Yen So, Hoàng Mai, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hoàng Mai,Phường Đại Kim,20.973969,105.821691,"20.965928,105.80718 – 20.984,105.840268","Dai Kim, Hoàng Mai, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,20.983137,105.831965,"20.973352,105.818135 – 20.994428,105.83927","Dinh Cong, Hoàng Mai, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,20.979868,105.743919,"20.962562,105.72959 – 20.996782,105.759544","Duong Noi, Hà Đông, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,20.963643,105.777665,"20.958294,105.77008 – 20.971067,105.786946","Hà Cầu, Hà Đông, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,20.952807,105.785002,"20.938926,105.769683 – 20.963343,105.804248","Kiến Hưng, Hà Đông, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,20.972411,105.761525,"20.958239,105.750452 – 20.980715,105.768514","La Khê, Hà Đông, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,20.983375,105.783535,"20.97592,105.777274 – 20.988358,105.793228","Mộ Lao, Hà Đông, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,20.956056,105.765927,"20.9513,105.753579 – 20.965207,105.772376","Phú La, Hà Đông, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,20.93708,105.767394,"20.924075,105.756626 – 20.95386,105.786339","Phú Lương, Hà Đông, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,20.970207,105.773856,"20.955543,105.754298 – 20.977294,105.784682","Quang Trung, Hà Đông, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Văn Quán,20.979645,105.792339,"20.970877,105.780122 – 20.986279,105.799938","Văn Quán, Hà Đông, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,20.954059,105.740985,"20.933936,105.711007 – 20.965567,105.755317","Yên Nghĩa, Hà Đông, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,20.930872,105.740985,"20.910455,105.725985 – 20.942042,105.751079","Đồng Mai, Hà Đông, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,21.040126,105.874761,"21.024802,105.856978 – 21.046811,105.88608","Bo De, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Cự Khối,21.005969,105.896559,"20.994378,105.88342 – 21.017655,105.920413","Cự Khối, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Gia Thụy,21.048956,105.886281,"21.043091,105.877371 – 21.056581,105.895849","Gia Thụy, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,21.067457,105.920053,"21.055106,105.906444 – 21.077693,105.932837","Giang Biên, Long Biên, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,21.022857,105.88858,"21.003773,105.866284 – 21.034914,105.908901","Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,21.058858,105.858387,"21.04235,105.843186 – 21.081056,105.881617","Ngoc Thuy, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,21.043721,105.925927,"21.026378,105.912269 – 21.056268,105.939038","Phúc Lợi, Long Biên, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Phúc Đồng,21.040712,105.90472,"21.029167,105.880477 – 21.051612,105.912623","Phúc Đồng, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Thượng Thanh,21.065501,105.888314,"21.049389,105.871006 – 21.079855,105.908471","Thượng Thanh, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,21.02167,105.914179,"21.009357,105.90021 – 21.032346,105.937933","Thach Ban, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,21.057554,105.902432,"21.040798,105.889948 – 21.06686,105.915939","Việt Hưng, Long Biên, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Long Biên,Phường Đức Giang,21.070169,105.906837,"21.055111,105.888483 – 21.077693,105.913498","Duc Giang, Long Biên, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,21.005527,105.779133,"20.99259,105.767892 – 21.020286,105.793276","Mễ Trì, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 1,21.022161,105.771796,"21.015612,105.754008 – 21.025827,105.784071","My Dinh 1, Nam Từ Liêm, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,21.027957,105.771796,"21.023624,105.762677 – 21.039506,105.78392","My Dinh 2, Từ Liêm, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phú Đô,21.012433,105.767394,"20.996672,105.753761 – 21.019588,105.773556","Phu Do, Nam Từ Liêm, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Trung Văn,20.989171,105.783535,"20.984556,105.763879 – 21.000463,105.798648","Trung Van, Từ Liêm, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,21.008853,105.743919,"20.993576,105.729643 – 21.023323,105.756342","Tây Mỗ, Từ Liêm, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,20.989801,105.761525,"20.980114,105.745726 – 21.015772,105.780444","Dai Mo, Nam Từ Liêm, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,20.985961,105.810962,"20.978454,105.801956 – 20.998319,105.818209","Hạ Đình, Thanh Xuân, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Trung,20.99715,105.821691,"20.991724,105.81431 – 21.003152,105.828831","Khuong Trung, Thanh Xuân, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Đình,20.988736,105.818756,"20.980895,105.813124 – 20.99579,105.827565","Khương Đình, Thanh Xuân, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,21.004615,105.80408,"20.996066,105.791549 – 21.008871,105.815951","Nhân Chính, Thanh Xuân, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Phương Liệt,20.992582,105.839304,"20.984136,105.832956 – 20.998975,105.842843","Phương Liệt, Thanh Xuân, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Bắc,20.991696,105.799805,"20.983329,105.794204 – 20.998685,105.804327","Thanh Xuan Bac, Thanh Xuân, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,20.995921,105.80408,"20.988618,105.799595 – 21.002681,105.811955","Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Thanh Xuân,Phường Thượng Đình,21.000605,105.81582,"20.992274,105.807867 – 21.006317,105.818424","Thuong Dinh, Thanh Xuân, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Nhật Tân,21.07642,105.826094,"21.06608,105.811043 – 21.088985,105.838251","Nhật Tân, Tây Hồ, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Phú Thượng,21.083891,105.808482,"21.071886,105.791902 – 21.098034,105.825763","Phú Thượng, Tây Hồ, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Quảng An,21.063591,105.826044,"21.048298,105.814691 – 21.073608,105.835912","Quang An, Tây Hồ, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Thụy Khuê,21.046133,105.824627,"21.039551,105.81336 – 21.050741,105.836513","Thuy Khue, Tây Hồ, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Tứ Liên,21.069508,105.837837,"21.055927,105.828381 – 21.080255,105.846255","Tứ Liên, Tây Hồ, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Xuân La,21.059676,105.80408,"21.047216,105.794799 – 21.073849,105.815699","Xuân La, Tây Hồ, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Tây Hồ,Phường Yên Phụ,21.053431,105.839304,"21.046535,105.830698 – 21.061514,105.849195","Yên Phụ, Tây Hồ, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Cát Linh,21.028983,105.829764,"21.023103,105.819838 – 21.031991,105.836036","Cat Linh, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Hàng Bột,21.021739,105.829764,"21.019157,105.827978 – 21.025877,105.835869","Hàng Bột, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,21.015372,105.812885,"21.008506,105.805239 – 21.024926,105.819004","Lang Ha, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,21.014356,105.831231,"21.00968,105.82631 – 21.018206,105.834126","Nam Dong, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Phương Liên Trung Tự,21.00987,105.832699,"21.007059,105.830003 – 21.012824,105.836014","Trung Tự, Đống Đa, Hà Nội, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Phương Mai,21.001275,105.839304,"20.99728,105.833101 – 21.009049,105.84272","Phuong Mai, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Quang Trung,21.012015,105.82536,"21.006472,105.822418 – 21.017034,105.831889","Quang Trung, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Trung Liệt,21.010845,105.822425,"21.004417,105.815938 – 21.017244,105.830644","Trung Liệt, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Văn Miếu Quốc Tử Giám,21.028146,105.83913,"21.021102,105.828748 – 21.030423,105.841564","Văn Miếu – Quốc Tử Giám, Đống Đa, Hanoi, Vietnam"
Thành phố Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,21.020054,105.824627,"21.013939,105.817236 – 21.02831,105.833842","Ô Chợ Dừa, Đống Đa, Hà Nội, Vietnam"
Thành phố Hà Nội,Thị xã Sơn Tây,Phường Sơn Lộc,21.114731,105.496153,"21.111386,105.484629 – 21.130121,105.508683","Son Loc, Son Tay, Hanoi, Vietnam"
Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Hưng,21.131319,105.504944,"21.127699,105.501108 – 21.135235,105.509949","Trung Hưng, Son Tay, Hanoi, Vietnam"
Thành phố Hà Nội,Thị xã Sơn Tây,Xã Cổ Đông,21.045599,105.506409,"21.020914,105.457764 – 21.091788,105.53793","Cổ Đông, Sơn Tây, Hà Nội, Vietnam"
Thành phố Hà Nội,Thị xã Sơn Tây,Xã Thanh Mỹ,21.130107,105.471249,"21.100756,105.457034 – 21.143991,105.491195","Thanh Mỹ, Sơn Tây, Hà Nội, Vietnam"
Thành phố Hải Phòng,Huyện An Lão,Thị trấn Trường Sơn,20.816439,106.596713,"20.805045,106.583133 – 20.826686,106.615351","tt. Trường Sơn, An Lão, Hải Phòng, Vietnam"
Thành phố Hải Phòng,Huyện An Lão,Xã Thái Sơn,20.787551,106.596713,"20.771664,106.582253 – 20.812466,106.617079","Thái Sơn, An Lão, Hải Phòng, Vietnam"
Thành phố Hải Phòng,Huyện Kiến Thụy,Xã Kiến Hưng,20.721018,106.668318,"20.719774,106.666899 – 20.722472,106.669597","PMC9+C84, Cao Bộ, Kiến Thụy, Hải Phòng, Vietnam"
Thành phố Hải Phòng,Huyện Kiến Thụy,Xã Đoàn Xá,20.702533,106.696929,"20.686101,106.678276 – 20.720073,106.714175","Đoàn Xá, Kiến Thụy, Hải Phòng, Vietnam"
Thành phố Hải Phòng,Huyện Tiên Lãng,Xã Tân Minh,20.692514,106.593766,"20.612678,106.486065 – 20.808487,106.707422","Tiên Lãng, Hai Phong, Vietnam"
Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Hòa Bình,20.666526,106.5643,"20.645618,106.543195 – 20.681319,106.584355","Hòa Bình, Vĩnh Bảo, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận An Dương,Phường An Hải,20.849938,106.6085,"20.834921,106.589621 – 20.860043,106.623871","Đặng Cương, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận An Dương,Phường Lê Lợi,20.858053,106.584926,"20.847698,106.562218 – 20.868389,106.606553","Lê Lợi, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận An Dương,Phường Lê Thiện,20.930905,106.549568,"20.903647,106.540028 – 20.94829,106.572735","Lê Thiện, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận An Dương,Phường Tân Tiến,20.893309,106.579032,"20.877892,106.56664 – 20.910095,106.599317","Tân Tiến, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận An Dương,Phường Đồng Thái,20.847597,106.632078,"20.825756,106.613897 – 20.86131,106.656128","Đồng Thái, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Dương Kinh,Phường Anh Dũng,20.800125,106.702825,"20.779949,106.692824 – 20.828291,106.725869","Anh Dũng, Dương Kinh, Hải Phòng, Vietnam"
Thành phố Hải Phòng,Quận Dương Kinh,Phường Hải Thành,20.786224,106.726413,"20.764541,106.706198 – 20.805426,106.748099","Hải Thành, Dương Kinh District, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Dương Kinh,Phường Tân Thành,20.762189,106.764748,"20.741747,106.73986 – 20.775776,106.794834","Tân Thành, Dương Kinh District, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Hải An,Phường Nam Hải,20.830655,106.744105,"20.819787,106.72765 – 20.842148,106.755438","Nam Hai, Hải An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Hải An,Phường Đông Hải 2,20.817566,106.788342,"20.800027,106.749735 – 20.849834,106.830712","Đông Hải 2, Hải An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Hồng Bàng,Phường An Hưng,20.904281,106.584926,"20.895422,106.571426 – 20.922043,106.604872","An Hưng, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Hồng Bàng,Phường Đại Bản,20.922787,106.573139,"20.912238,106.550684 – 20.951418,106.602272","Đại Bản, An Dương, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Kiến An,Phường Bắc Sơn,20.819717,106.636499,"20.813118,106.62151 – 20.829614,106.646883","Bắc Sơn, Kiến An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Kiến An,Phường Nam Sơn,20.805987,106.643867,"20.795777,106.631488 – 20.817179,106.659908","Nam Sơn, Kiến An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Kiến An,Phường Trần Thành Ngọ,20.80904,106.627657,"20.800511,106.619654 – 20.816377,106.633752","Trần Thành Ngọ, Kiến An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Kiến An,Phường Văn Đẩu,20.788072,106.649762,"20.772737,106.62578 – 20.805355,106.660616","Văn Đẩu, Kiến An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Kiến An,Phường Đồng Hòa,20.82156,106.661553,"20.812265,106.64918 – 20.833886,106.677482","Đồng Hòa, Kiến An, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Lê Chân,Phường An Biên,20.853809,106.678503,"20.851453,106.675025 – 20.856165,106.683995","An Biên, Lê Chân, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Lê Chân,Phường Trần Nguyên Hãn,20.848767,106.671133,"20.844454,106.667451 – 20.851628,106.673405","Trần Nguyên Hãn, Lê Chân, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Lê Chân,Phường Vĩnh Niệm,20.828154,106.691903,"20.815229,106.666308 – 20.840614,106.696418","Vĩnh Niệm, Lê Chân, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Ngô Quyền,Phường Cầu Đất,20.854665,106.684399,"20.851663,106.680926 – 20.856977,106.68628","Cau Dat, Ngô Quyền, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Ngô Quyền,Phường Gia Viên,20.856671,106.693243,"20.854451,106.689713 – 20.859012,106.697459","Gia Viên, Ngô Quyền, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Ngô Quyền,Phường Lạch Tray,20.84671,106.691769,"20.839952,106.685679 – 20.852856,106.697373","Lạch Tray, Ngô Quyền, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Ngô Quyền,Phường Đông Khê,20.852105,106.702825,"20.846119,106.693779 – 20.859032,106.711675","Đông Khê, Ngô Quyền, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Đồ Sơn,Phường Ngọc Xuyên,20.737916,106.776544,"20.703896,106.755867 – 20.746843,106.795349","Ngọc Xuyên, Đồ Sơn, Hai Phong, Vietnam"
Thành phố Hải Phòng,Quận Đồ Sơn,Phường Vạn Hương,20.693147,106.791291,"20.664389,106.764536 – 20.72212,106.819167","Vạn Hương, Đồ Sơn, Hai Phong, Vietnam"
Thành phố Hải Phòng,Thành phố Thủy Nguyên,Phường An Lư,20.904088,106.702825,"20.881835,106.692131 – 20.940465,106.722715","An Lư, Thủy Nguyên, Hai Phong, Vietnam"
Thành phố Hải Phòng,Thành phố Thủy Nguyên,Phường Hoa Động,20.89088,106.661553,"20.873571,106.648593 – 20.911826,106.672736","Hoa Động, Thủy Nguyên, Hai Phong, Vietnam"
Thành phố Hải Phòng,Thành phố Thủy Nguyên,Phường Lê Hồng Phong,20.916926,106.632078,"20.905235,106.6227 – 20.934977,106.644728","Kiền Bái, Thủy Nguyên, Hai Phong, Vietnam"
Thành phố Hải Phòng,Thành phố Thủy Nguyên,Phường Thủy Hà,20.914459,106.714618,"20.862467,106.704081 – 20.941864,106.738822","Thủy Triều, Thủy Nguyên, Hai Phong, Vietnam"
Thành phố Hải Phòng,Thành phố Thủy Nguyên,Xã Liên Xuân,20.993454,106.646815,"20.968453,106.621349 – 21.020321,106.674122","Liên Khê, Thủy Nguyên, Hai Phong, Vietnam"
Thành phố Hải Phòng,Thành phố Thủy Nguyên,Xã Quang Trung,20.936021,106.614394,"20.917009,106.597242 – 20.95387,106.634551","Cao Nhân, Thủy Nguyên, Hai Phong, Vietnam"
Thành phố Hồ Chí Minh,Huyện Bình Chánh,Xã An Phú Tây,10.688013,106.6085,"10.672455,106.592001 – 10.701773,106.623633","An Phú Tây, Bình Chánh, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,10.8149,106.528946,"10.762957,106.506156 – 10.873416,106.568216","Phạm Văn Hai, Bình Chánh, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,10.717344,106.581462,"10.694569,106.565371 – 10.734381,106.604334","Tân Kiên, Bình Chánh, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Huyện Cần Giờ,Xã An Thới Đông,10.554972,106.806039,"10.489922,106.742134 – 10.61822,106.872897","An Thới Đông, Cần Giờ, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Quận 1,Phường Cầu Ông Lãnh,10.765545,106.696191,"10.761895,106.694278 – 10.769167,106.700399","Cầu Ông Lãnh, Quận 1, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,10.769385,106.700614,"10.764825,106.696358 – 10.771149,106.708403","Nguyen Thai Binh, District 1, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 1,Phường Đa Kao,10.787884,106.698403,"10.782905,106.691897 – 10.793682,106.706211","Da Kao, District 1, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 10,Phường 14,10.770934,106.660079,"10.763859,106.655996 – 10.782321,106.667748","Phường 14, District 10, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 11,Phường 8,10.763144,106.650451,"10.758093,106.64581 – 10.765016,106.657027","Phường 8, District 11, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 3,Phường 4,10.773081,106.682925,"10.770046,106.679047 – 10.777669,106.686832","Phường 4, District 3, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 4,Phường 15,10.756593,106.707318,"10.752403,106.705075 – 10.761069,106.711137","Phường 15, District 4, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 4,Phường 2,10.756389,106.694972,"10.753332,106.692633 – 10.761808,106.699126","Phường 2, District 4, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 4,Phường 4,10.755612,106.703562,"10.752424,106.700383 – 10.759271,106.706148","Phường 4, District 4, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 7,Phường Phú Mỹ,10.714263,106.736978,"10.697717,106.723059 – 10.725174,106.751633","Phú Mỹ, District 7, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 8,Phường 16,10.725157,106.622917,"10.704373,106.603516 – 10.735784,106.634735","Phường 16, District 8, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận 8,Phường 5,10.738451,106.663361,"10.730151,106.655911 – 10.744175,106.678083","phường 5, Quận 8, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Quận 8,Phường 7,10.704747,106.62211,"10.69227,106.597808 – 10.731976,106.642207","Phường 7, District 8, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa A,10.786868,106.604777,"10.773705,106.593138 – 10.796722,106.621543","Bình Hưng Hòa A, Bình Tân, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,10.770323,106.596713,"10.757267,106.576969 – 10.778463,106.610043","Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,10.759752,106.590819,"10.743522,106.56756 – 10.771263,106.605985","Tân Tạo, Bình Tân, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,10.749359,106.581338,"10.722316,106.55816 – 10.760424,106.602775","Tân Tạo A, Bình Tân, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Phú Nhuận,Phường 15,10.79424,106.680983,"10.791585,106.677474 – 10.799423,106.686168","Phường 15, Phú Nhuận, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Tân Bình,Phường 15,10.823333,106.63616,"10.803828,106.627896 – 10.837355,106.648567","Phường 15, Tân Bình, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,10.806047,106.615868,"10.796804,106.607114 – 10.813012,106.632692","Sơn Kỳ, Tân Phú, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,10.794826,106.621762,"10.788117,106.613651 – 10.801354,106.629524","Tân Quý, Tân Phú, Hồ Chí Minh, Vietnam"
Thành phố Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,10.791455,106.633551,"10.786536,106.626977 – 10.795981,106.641101","Tan Thanh, Tân Phú, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Quận Tân Phú,Phường Tân Thới Hòa,10.76294,106.632078,"10.75828,106.623269 – 10.770179,106.635693","Tân Thới Hòa, Tân Phú, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú,10.792333,106.751677,"10.780716,106.732298 – 10.814688,106.781251","An Phu, Thủ Đức City, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Tây,10.856052,106.753548,"10.848676,106.74978 – 10.86245,106.758664","Linh Tây, Thủ Đức City, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Đông,10.843909,106.744105,"10.833821,106.738563 – 10.860199,106.753511","Linh Dong, Thủ Đức City, Ho Chi Minh City, Vietnam"
Thành phố Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ,10.842195,106.823737,"10.825453,106.800973 – 10.870741,106.838981","Long Thạnh Mỹ, Thủ Đức, Hồ Chí Minh, Vietnam"
Thành phố Đà Nẵng,Huyện Hòa Vang,Xã Hòa Liên,16.087358,108.083578,"16.061609,108.038907 – 16.139249,108.126798","Hòa Liên, Hòa Vang, Đà Nẵng, Vietnam"
Tỉnh An Giang,Huyện An Phú,Xã Phú Hội,10.814282,105.073277,"10.797392,105.037451 – 10.879963,105.084915","Phú Hội, បូរីជលសារ, An Giang, Vietnam"
Tỉnh An Giang,Huyện An Phú,Xã Phước Hưng,10.868549,105.084969,"10.819849,105.059499 – 10.883377,105.10059","Phước Hưng, An Phú District, An Giang, Vietnam"
Tỉnh An Giang,Thành phố Châu Đốc,Xã Vĩnh Châu,10.657569,105.110953,"10.611587,105.056162 – 10.684436,105.138441","Vĩnh Châu, Tp. Châu Đốc, An Giang, Vietnam"
Tỉnh Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,11.317778,106.632313,"11.209513,106.564207 – 11.344233,106.683769","Lai Uyên, Bến Cát, Binh Duong, Vietnam"
Tỉnh Bình Dương,Huyện Bắc Tân Uyên,Xã Tân Mỹ,11.074999,106.853238,"11.045851,106.814705 – 11.094754,106.912674","Tân Mỹ, Bac Tan Uyen, Binh Duong, Vietnam"
Tỉnh Bình Dương,Huyện Dầu Tiếng,Xã An Lập,11.204432,106.499489,"11.146031,106.43826 – 11.303239,106.544437","An Lập, Dầu Tiếng District, Binh Duong, Vietnam"
Tỉnh Bình Dương,Huyện Dầu Tiếng,Xã Minh Thạnh,11.422333,106.523054,"11.371497,106.481037 – 11.480529,106.573734","Minh Thạnh, Dầu Tiếng District, Binh Duong, Vietnam"
Tỉnh Bình Dương,Huyện Dầu Tiếng,Xã Minh Tân,11.381146,106.475926,"11.32252,106.433659 – 11.441666,106.519146","Minh Tân, Dầu Tiếng, Bình Dương, Vietnam"
Tỉnh Bình Dương,Huyện Dầu Tiếng,Xã Thanh Tuyền,11.185186,106.452366,"11.135968,106.427066 – 11.230222,106.521268","Thanh Tuyền, Dầu Tiếng District, Binh Duong, Vietnam"
